razao_social;cnpj
CLEITON MOREIRA CERQUEIRA GAS;1,26414E+13
COLONIA COMERCIO DE GAS LTDA;2,76663E+13
COMERCIAL MANTOANI LTDA;04232370000105
COMERCIAL SAO DOMINGOS LTDA;05199030000192
COMERCIO DE AGUA E GAS MAGALHAES LTDA;4,79697E+13
COMERCIO DE GAS ALEMAO LTDA;2,68266E+13
COMERCIO DE GAS FERREIRA DOIS IRMAOS LTDA;2,2648E+13
COMERCIO DE GAS GLP KIZAEMON LTDA;4,34625E+13
COMERCIO DE GAS LTDA;4,58465E+13
COMERCIO DE GAS MIGUEL E CIA EIRELI;3,97013E+13
COMERCIO DE GAS NOVA LIDER LTDA;04766731000101
COMERCIO DE GAS PRSA IZABEL LTDA;2,35058E+13
COMERCIO DE GAS SANTO AFONSO LTDA;5,05345E+13
COMERCIO DE GAS UNIAO LTDA;1,66129E+13
COMERCIO DE GAS VALENTIM LTDA;5,58921E+13
D A DOS SANTOS COMERCIO DE GAS;5,44538E+13
D B DE OLIVEIRA E CIA DISTRIBUIDORA DE GAS LTDA;2,02987E+13
DEBORA BARBARA DA ROCHA MOREIRA;2,1552E+13
DEDE E TATA COMERCIO DE GAS EIRELI;3,17969E+13
DELU COMERCIO DE GAS LTDA;03641173000187
DENNIS G BARCELOS COMERCIO DE AGUA E GAS;2,44423E+13
DEPOSITO DE GAS PAPA LEGUAS LTDA;08183522000188
DEPOSITO DE GAS ROSARIO LTDA;03662262000100
DIEGO D DOS SANTOS;3,54503E+13
DISTRIBUIDORA DE GAS BETEL LTDA;1,32729E+13
DISTRIBUIDORA DE GAS E AGUA BARBOSA LTDA;4,83462E+13
DISTRIBUIDORA DE GAS RAMOS LTDA;09266954000115
DISTRIBUIDORA DE GAS SARUTAIA SOCIEDADE UNIPESSOAL LTDA;04237606000104
DISTRIBUIDORA IVONE GAS LTDA;5,47963E+13
DISTRIBUIDORA MINEIRO GAS LTDA;09189893000130
DM COMERCIO DE GAS E AGUA LTDA;3,81167E+13
DM COMERCIO VAREJISTA DE GAS LTDA;1,5604E+13
DOIS IRMAOS TA LTDA;5,14832E+13
DOM LUCIANO COMERCIO DE GAS LTDA;05525531000111
DOM PEDRO I COMERCIO DE GAS LTDA;05255246000128
DOUGLAS GONCALVES PEREIRA;08279826000143
DSW COMERCIO DE GAS LTDA;4,40719E+13
DURAES BARCELOS COMERCIO DE GAS E AGUA LTDA;5,49868E+13
DUTRA COMERCIO DE GAS LTDA;4,768E+13
EBENEZER COMERCIO DE GAS LTDA;04789784000130
ED CARLOS TELES DA SILVA GAS E AGUA;1,43521E+13
EDIANA COMERCIO DE GAS LTDA;6,10009E+13
EDILENE ALVES FELIPE DA SILVA GAS;07755590000101
EDI OLIVEIRA COMERCIO DE GAS GUAIANAZES LTDA;2,38356E+13
EDIVALDO BELARMINO TERRA;2,89842E+13
E D PEREIRA MERCADO;02636852000103
ELOI COMERCIO DE GAS LTDA;1,74614E+13
EVANDRO FLORIANO DOS STO LTDA;3,73662E+13
EXITO COMERCIO DE GAS LTDA;1,21102E+13
FAMA DO GAS COMERCIO E SERVICOS LTDA;1,06454E+13
FE GAS COMERCIO DE GAS LTDA;5,33601E+13
FERNANDA RODRIGUES RIBEIRO FRANCO;1,44581E+13
FERNANDO DIAS SANTOS GAS;2,75373E+13
FERNANDO PEREIRA DA SILVA;3,45517E+13
FERREIRA COMERCIO DE GAS LTDA;2,51328E+13
FERRUGE GAS LTDA;3,18528E+13
FF GAS E ACESSORIOS COMERCIAL LTDA;02929260000171
FJ COMERCIO DE GAS LTDA;09521979000118
FLORIDA COMERCIO DE GAS GLP LTDA;4,91564E+13
FORT GAS LTDA;02971995000163
GAS CEARA COMERCIO E TRANSPORTE DE GAS LTDA;3,7032E+13
GASEX GESTAO EM ARMAZENAGEM E SERVICOS DE ENTR EXPRESS LTDA;02465456000152
GAS NORTE COMERCIAL LTDA;2,08007E+13
GBA COMERCIO DE AGUA E GAS MULTIMARCAS LTDA;4,57584E+13
GCB COMERCIO DE GAS LTDA;5,57509E+13
G D COMERCIO DE GAS LTDA;3,82591E+13
GEIZA GAS LTDA;2,82512E+13
GENISIS GAS LTDA;1,7366E+13
GENIVALDO MIGUEL DA SILVA;1,69522E+13
GERAL GAS COMERCIAL LTDA;02224006000178
GERGAS COMERCIO E TRANSPORTES DE GAS LTDA;6,7882E+13
G G COMERCIO DE G L P LTDA;2,61078E+13
GIDEL FABIO EVANGELISTA AMARAL;03167948000124
GL COMERCIO VAREJISTA DE GLP LTDA;5,35891E+13
GLP ATACADAOGAS DISTRIBUIDORA LTDA;4,64185E+13
G R NEUMANN ALEMAO DO GAS LTDA;4,06714E+13
GUI COMERCIO DE GAS LTDA;5,09252E+13
GWG DISTRIBUIDORA DE GAS E BEBIDAS LTDA;5,73111E+13
HAPPY GAS LTDA;05608938000293
HENRIQUE JOSE DA SILVA MARTINS GAS;4,23551E+13
HERNANDO HENRIQUE NUNES;1,09189E+13
HUMAITA E SILVA COMERCIO DE GAS LTDA;09219414000180
IMPERIO DO GAS LTDA;5,06904E+13
IRANILSON BATISTA DO NASCIMENTO GAS;3,33416E+13
I SANTANA NASCIMENTO;4,18842E+13
ISRAEL A G DO NASCIMENTO;1,08807E+13
ITALLOS GAS LTDA;1,41475E+13
JAC COMERCIO VAREJISTA DE GLP LTDA;3,22395E+13
JAIR APARECIDO DA SILVA COMERCIO DE BEBIDAS;07911981000178
JARAGUA GAS COMERCIO DE GLP LTDA;5,43389E+13
JASON COMERCIO DE GAS LTDA;1,48799E+13
JASON GAS AGUA E BEBIDAS EM GERAL LTDA;5,24904E+13
JC DISTRIBUIDORA PARIQUERA LTDA;5,31461E+13
JC GAS COMERCIO E REVENDA DE GAS LTDA;02781331000212
JC GAS COMERCIO E REVENDA DE GAS LTDA;02781331000131
J E E COMERCIO E DISTRIBUIDORA DE GAS LTDA;05642933000104
JE E JM REVENDA DE GLP LTDA;5,10717E+13
J GAS DISTRIBUIDORA DE GAS LTDA;04773134000104
J J DE SOUZA MINIMERCADO;3,09998E+13
J M A GAS LTDA;5,47909E+13
JNN COMERCIAL LTDA;4,35175E+13
JOAO ARAUJO BASTOS 60651989868;2,82666E+13
JOAO DO GAS DISTRIBUIDORA LTDA;3,61943E+13
JOAO IDANIZETE COSTA;1,23663E+13
JOELSON COMERCIO DE GAS E AGUA LTDA;4,97869E+13
JOELSON SILVA DE LEMOS;2,15473E+13
JOSE ADEVAN DE FARIAS;3,24833E+13
JOSE FABIANO DA SILVA GAS;1,13432E+13
JUA COMERCIO DE GAS LTDA;1,88301E+13
JUAREZ COMERCIO DE GAS LTDA;3,26262E+13
JUAREZ III COMERCIO DE GAS LTDA;3,92912E+13
JUCEILDO LEONEL DA SILVA;2,8418E+13
JULIANA DE OLIVEIRA;1,75433E+13
J V P K COMERCIO DE GAS LTDA;5,44391E+13
J WARLE FARIAS SILVA GLP EIRELI;3,77605E+13
K R Q DAS CHAGAS GAS CIA LTDA;07058351000100
LATINO GAS LTDA;5,30453E+13
L C F DOS SANTOS GAS;4,39625E+13
L D COMERCIO DE GAS LTDA;07877973000152
L E L GAS COMERCIO DE GAS LTDA;09400800000174
LEONELA DA SILVA FERREIRA;2,49542E+13
LETICIA LEITE DA SILVA GAS;3,33736E+13
LIGEIRINHO DE ITANHAEM COMERCIO DE GAS LTDA;3,42153E+13
LIGEIRINHO DE ITANHAEM COMERCIO DE GAS LTDA;3,42153E+13
LIGEIRINHO DE ITANHAEM COMERCIO DE GAS LTDA;3,42153E+13
LIGEIRINHO DE ITANHAEM COMERCIO DE GAS LTDA;3,42153E+13
LIG LIG GAS COMERCIAL LTDA;1,14648E+13
LIMA GAS DISTRIBUIDORA EIRELI;01231358000198
LINOIR DA SILVA GAS E BEBIDAS;3,11201E+13
L J COMERCIO DE GAS LTDA;3,08429E+13
LRC GAS AGUA E VARIEDADES LTDA;3,23007E+13
L. S. DA SILVA PIRES LTDA;08165624000170
LUCIANO COMERCIO DE GAS LTDA;5,25352E+13
LUCIOGAS COMERCIO DE GAS LTDA;03498950000186
LUIS PEREIRA DA SILVA;6,35187E+13
M A COMERCIO DE GAS LTDA;3,63988E+13
MA COMERCIO DE GAS LTDA;4,65925E+13
MADIMBU COMERCIO VAREJISTA DE GAS LTDA;4,27871E+13
M A FERREIRA DA ROCHA REVENDEDORA DE GAS;07808951000130
MANOEL OLIVEIRA GOMES;6,92589E+13
MARCELLA CRISTINA VITORIA;4,86826E+13
MARCIA DE CAMARGO DE SENNI 15465133880;2,46558E+13
MARCILIO RIBEIRO GOMES;1,48727E+13
MARIA FERREIRA DE AMORIM;2,40088E+13
MARIA SUELI GOMES MARQUES LOPES;3,78182E+13
MARISLEI PIRES;3,64405E+13
MATELI DISTRIBUIDORA DE GAS E AGUA LTDA;2,28016E+13
MATEUS P MONREAL GOMES;5,81498E+13
MAXIMOS ULTRA COMERCIO DE GAS E BEBIDAS EM GERAL LTDA;3,81796E+13
MAZZEI GAS LTDA;08218044000102
MDG FERREIRA PETRI   GLP;1,13917E+13
M E M COMERCIO DE GAS, BEBIDAS E ACESSORIOS LTDA.;09484705000104
M E P DE BESSA;09526599000176
MERCADAO DO GAS LTDA;06267468000123
MERCURIO GAS LTDA;2,81408E+13
MILTON CAMILO CABRAL GAS;09309109000180
MIN AGUA COMERCIAL E DISTRIBUIDORA LTDA;02235214000172
MINIMERCADO CAPARROZ LTDA;2,30686E+13
MISTRALGAZ COMERCIO DE GAS LTDA;1,08708E+13
MJ DISTRIBUIDORA DE GAS E AGUA EIRELI;4,02075E+13
MK NEUMANN REVENDEDORA DE GAS GLP LTDA;3,88909E+13
MMA SANTOS COMERCIO DE GAS LTDA;2,90586E+13
MONTE FERREIRA COMERCIO VAREJISTA DE GLP LTDA;2,52683E+13
MOREIRA E OLIVEIRA DISTRIBUIDORA DE GAS LTDA;5,5294E+13
MORUMBI GAS LTDA;5,36748E+13
MOVIDA COMERCIO DE GAS LTDA;2,981E+13
M S LIMA COMERCIO DE GAS;4,35306E+13
MUNDO AZUL COMERCIO DE GAS E AGUA LTDA;3,9148E+13
MURI GAS PG REVENDA DE GLP LTDA;5,4771E+13
MURILO TEIXEIRA GOMES GAS;4,67615E+13
MYRELLA COMERCIO E DISTRIBUICAO DE GAS E AGUA LTDA;2,97384E+13
NASA GAS LTDA;2,52766E+13
NAZARETH COMERCIO DE GAS LTDA;08916715000109
NICEA COM DE GAS LTDA;2,47775E+13
NILO GAS COMERCIO DE GAS E AGUA LTDA;2,26163E+13
NJ COPAGAZ LTDA;3,49836E+13
NOVA BRASILIA GAS LTDA;03689847000113
NOVA FAMA COMERCIO DE GLP E SERVICOS LTDA;3,116E+13
NOVA VIP GAS EIRELI;2,03421E+13
NOVO DIA COMERCIO DE GAS LTDA;2,77359E+13
NOVO HORIZONTE COMERCIO DE GAS LTDA;09485399000112
OLIVEIRA E GOMES COMERCIO DE GAS LTDA;3,03063E+13
OLIVEIRA E MENDES DIST LTDA;04200042000127
OLIVEIRA GAS COMERCIO LTDA;3,56331E+13
OPCAO COMERCIO DE GLP LTDA;3,66862E+13
ORLANDO BEZERRA DA SILVA GAS;08199665000188
OS REVENDEDORA DE GAS LTDA;3,8184E+13
PATRICIA AKEMI NARASAKI;07590376000142
PAULO RICARDO SILVA DE SOUZA;08920024000170
PEREIRA RAMALHO ADEGA E COMERCIO DE GAS EIRELI;3,06889E+13
PIAUI DISTRIBUIDORA DE GAS E AGUA LTDA;2,89726E+13
PILHAGAS COMERCIO DE GAS LTDA;00549719000186
PIRA GAS MULTMARCAS LTDA;5,35907E+13
POPGAS COMERCIO DE GAS LTDA;03763792000144
POSTO PETROBEBA EIRELI;6,08226E+13
RAFAEL MURI SILVA;1,06947E+13
RAMALHOGAS COMERCIO DE GAS EIRELI;04599592000160
R A N COMERCIO DE GAS E BEBIDAS LTDA;5,20748E+13
RAPES E CAMPOS COMERCIO DE GAS LTDA;05861005000122
R C AMARO DISTRIBUIDORA DE GAS E AGUA LTDA;1,25606E+13
REAL COMERCIO DE GAS LTDA;4,98629E+13
R E E COMERCIO DE GAS LTDA;07148118000100
REGILANIA RODRIGUES DA COSTA COMERCIO DE GAS EIRELI;3,78357E+13
RIBEIRO COMERCIO DE AGUA E GAS MULTIMARCAS LTDA;4,73101E+13
RICARDO COUTO SENEDEZI 32835318895;1,19229E+13
RICARDO PEREIRA MUNIZ;07367970000250
RICARDO PEREIRA MUNIZ;07367970000179
RIZZOGAS COMERCIO DE GAS LTDA;4,44469E+13
ROBERTO DE JESUS SILVA MINIMERCADO EIRELI;2,60385E+13
ROCHA E BROTHERS COMERCIO DE GAS LTDA;4,77604E+13
RODOVIA COMERCIO DE GAS E AGUA LTDA;07334447000146
ROGERIO DOS SANTOS CREPALDI;08158751000142
RONOGAS COMERCIO DE GAS LTDA;4,1161E+13
SABRINA DOS SANTOS COMERCIO DE GAS LTDA;3,82798E+13
SANTA HELENA DISTRIBUIDORA DE GAS LTDA;4,3892E+13
SANTA LISBOA COUTINHO;09629141000142
SAO BENTO GAS LTDA;5,05109E+13
SAO JOSE COM DE GAS E SERVICOS DE TRANSP E ALV LTDA;4,3144E+13
SAO PAULO COMERCIO DE GAS ACESSORIOS E BEBIDAS LTDA;00259642000100
SAVOY GAS COM DE GAS LTDA;02632476000170
SBC COMERCIO DE GAS LTDA;2,9152E+13
SELECTA COMERCIO DE GAS LTDA;05136087000142
SELMA INES DOS SANTOS MOREIRA;5,37087E+13
SHALOM GAS LTDA;09192647000137
SHALON COMERCIO DE GAS LTDA;04779387000187
SHIMA GAZ LTDA;6,82159E+13
SILVANA RITA MARQUES DO AMARAL GAS;1,03088E+13
SILVA PINTO COMERCIAL DE ALIMENTOS LTDA;6,21089E+13
SIRLEI A BANCI NOBREGA COMERCIO DE GAS;1,10276E+13
SN COMERCIO DE GLP LTDA;2,99216E+13
SUCESSO COMERCIO DE GAS LTDA;5,24768E+13
SUDIGAZ COMERCIO DE GAS LTDA;3,02718E+13
SUPERMERCADO JP LTDA;04133712000130
SUPERMERCADO TIO BEBA LTDA;5,87521E+13
TAQUARI GAS LTDA;5,75695E+13
TATIANE DE OLIVEIRA BARROS;2,05494E+13
TEH COMERCIO DE GAS E AGUA LTDA;4,43552E+13
TENDA COMERCIO DE GAS LTDA;3,05712E+13
TENDA COMERCIO DE GAS LTDA;3,05712E+13
THEODORO COMERCIO DE GAS E TRANSPORTES LTDA;6,75497E+13
TODO VAPOR COMERCIO DE GAS LTDA;08733110000174
TOPPY COMERCIO DE GAS LTDA;3,8259E+13
UAIGAS DISTRIBUIDORA E COMERCIO GAS LTDA;3,27493E+13
ULISSES RODRIGUES GOMES JUNIOR;07376423000150
ULTRA MAX COMERCIO DE GAS LTDA;05040828000197
ULTRARAPIDO COMERCIO DE GAS LTDA;2,01921E+13
VALDEMAR BARONI SANTOS SOBRINHO;00308325000136
VALIM GAS COMERCIO DE GAS LTDA;04100250000154
VALLENTINA GAS LTDA;1,13541E+13
VIEIRA COMERCIO DE GAS LTDA;1,19998E+13
VIEIRA FILHO COMERCIO DE GAS LTDA;2,70491E+13
VIEL COMERCIO DE GAS LTDA;2,54522E+13
VILESENA COMERCIO DE AGUA LTDA;5,077E+13
VINIGAS DISTRIBUIDORA LTDA;3,82169E+13
V JACOB CAMPILONGO COMERCIO DE GAS;2,91193E+13
WEGAS DISTRIBUIDORA LTDA;4,15581E+13
WELLINGTON DIOGENES PAES;7,42582E+13
WK   COMERCIO E DISTRIBUICAO DE GAS LTDA;08698782000196
YARA GAS COMERCIO VAREJISTA DE GLP LTDA;1,99712E+13
YEUL GAS LTDA;1,69896E+13
ADELSON KENNEDY LOPES;02327477000101
ALESSANDRO TONDATO LOUZADA;2,50638E+13
ALEX MILLER FERNANDES PEREIRA;2,49004E+13
ALINE APARECIDA FERREIRA DA SILVA;5,6002E+13
ALINE DA SILVA 40604087861;3,58923E+13
ALLAN HENRIQUE RODRIGUES COSTA LEITE 23303275874;1,77489E+13
ANDRE ELIAS LOURENCO UBATUBA;05332505000177
ANTONIO AUGUSTO FONSECA CORREA;6,21963E+13
A PATROCINIO DA CRUZ;3,6361E+13
A R COMERCIO DE GASES E EQUIPAMENTOS LTDA;6,90355E+13
AUTO CENTER PAIVA E CIA LTDA;6,39577E+13
AUTO CENTER SANTA CRUZ LTDA;02831138000168
AUTO POSTO CONDE LTDA;5,17841E+13
AUTO POSTO DAMA LTDA;1,89017E+13
AUTO POSTO JARDIM SAO PAULO II LTDA;2,63342E+13
AUTO POSTO OCTO LTDA;4,1421E+13
AUTO POSTO PETRO-PIRES II LTDA;2,82905E+13
CAMPOS BARBARA GAS LTDA;04187163000186
CASA DO FARELO LTDA;4,17874E+13
CENTER GAS CAMPANHA LTDA;8,63667E+13
CENTRAL GAS PARAISO LTDA;4,10427E+13
CESAR PEREIRA COELHO GAS;05578467000137
CLASSIC AUTO POSTO LTDA;6,305E+13
COELHO DISTRIBUIDORA DE AGUA E GAS LTDA;08414720000105
COMERCIO DE GAS MONTE SINAI LTDA;05119954000131
COMERCIO E REPRESENTACOES MORI LTDA;5,47711E+13
CONFIANCA DISTRIBUIDORA DE GAS LTDA;1,08945E+13
CORNELIO E SILVA LTDA;3,37274E+13
CRISTIANE BISPO XAVIER 22394519800;2,03693E+13
CRISTIELEN SILVA BARTOLOMEU COMERCIO DE GAS;4,21091E+13
DAYANI BATISTA DA SILVA;3,97774E+13
DENIS CAMILO LAMIM;2,37698E+13
DEPOSITO DE GAS BENE LTDA;5,74657E+13
D F G NETO COMERCIO DE GAS LTDA;4,32434E+13
D G M COMERCIO DE GAS LTDA;5,50863E+13
DISTRIBUIDORA DE GLP CEREJEIRA LTDA;03913773000319
DISTRIBUIDORA LIDER GAS E AGUA LTDA;5,76075E+13
E DE PAIVA PALMA RACOES;07545943000149
EDILENE SARAIVA CAVALCANTE VIEIRA;4,54214E+13
EDILENE SARAIVA CAVALCANTE VIEIRA LTDA;5,18813E+13
E J A DE SOUZA COMERCIO DE GAS;3,33315E+13
ELIAS DA CUNHA ALECRIM 35646585805;2,75119E+13
ELINES DE OLIVEIRA MENDONCA DOS SANTOS;07738419000194
EMMA COMERCIO DE GAS LTDA;4,59914E+13
EXTREMA GAS LTDA;2,09751E+13
FORT GAS DISTRIBUIDORA LTDA;3,71462E+13
F P DOS SANTOS COMERCIO DE GAS E AGUA;1,11405E+13
FRANCISCO VIANEZ BARBOSA DE ARAUJO;1,37244E+13
GABRIEL RODRIGUES FIVERDA LTDA;5,42966E+13
GAS MIL COM ATACADISTA E VAR DE GAS AGUA MINERAL E BEB LTDA;3,12952E+13
GONZAGA TERRAPLANAGEM E MATERIAIS PARA CONSTRUCAO LTDA;3,77589E+13
HL DISTRIBUIDORA DE GAS LTDA;3,6205E+13
H R SOARES MINIMERCADO;4,14583E+13
IGOR VICENTE;1,51358E+13
IMPERIO GAS III COMERCIO DE GAS E AGUA LTDA;1,79378E+13
IMPERIO GAS IV COMERCIO DE GAS E AGUA LTDA;5,48001E+13
I R ROCHA;00749627000140
ITACLAM COMERCIO DE GAS LTDA;3,65133E+13
JAJAGAS COMERCIO DE GAS LTDA;4,38845E+13
J J COMERCIO DE GAS LTDA;1,67863E+13
JJ GAS E AGUA LTDA;5,40711E+13
J L COELHO GAS E AGUA LTDA;5,48938E+13
JORDINO ANTONIO DINIZ NETO;06253230000149
JOSE EDNALDO MARTINIANO;2,98464E+13
JOSE EDNALDO MARTINIANO;2,98464E+13
J P COM VAR DE GAS LIQ DE PETROLEO LIMITADA;3,46762E+13
JU GAS COMERCIO DE GLP LTDA;4,13569E+13
JURANDIR APARECIDO DE SOUZA;01871150000133
KEROLAINE TALITA MARTINS DOS SANTOS;4,93521E+13
LEONARDO XAVIER DA SILVA ACOUGUE;4,43911E+13
LUCIA MARIA DA SILVA PRADO BEBIDAS;06337404000151
LUCIANA CRISTINA DA CUNHA MARCELINO;1,31864E+13
LUCIANO BATISTA GAS E AGUA;3,07155E+13
LUCIO GAS E AGUA JAMBEIRO LTDA;4,38878E+13
LUIS PAULO MARCELINO;08996882000107
MAGLIONI RIBEIRO E CIA LTDA;2,1415E+13
MAGLIONI RIBEIRO E CIA LTDA;2,1415E+13
MAGLIONI RIBEIRO E CIA LTDA;2,1415E+13
MAGLIONI RIBEIRO E CIA LTDA;2,1415E+13
MAGLIONI RIBEIRO E CIA LTDA;2,1415E+13
MAGLIONI RIBEIRO E CIA LTDA;2,1415E+13
MAGLIONI RIBEIRO E CIA LTDA;2,1415E+13
MAGLIONI RIBEIRO E CIA LTDA;2,1415E+13
MAGLIONI RIBEIRO E CIA LTDA;2,1415E+13
MAGLIONI RIBEIRO E CIA LTDA;2,1415E+13
MAGLIONI RIBEIRO E CIA LTDA;2,1415E+13
MAGLIONI RIBEIRO E CIA LTDA;2,1415E+13
MANE DO GAS E AGUA LTDA;05526007000165
MARCIO CARMO VIEIRA;2,09523E+13
MARCO A DINIZ DE SOUZA VIDAL;3,78152E+13
MARIA DA CONCEICAO ANGELA DE OLIVEIRA;3,01185E+13
MARIA DE LOURDES BATISTA DE OLIVEIRA COMERCIO DE GAS;5,98571E+13
MAZZA MATERIAIS DE CONSTRUCAO E SERVICOS EM GERAL LTDA;06061365000102
M C DOS S DE CASTRO GAS E AGUA;2,51344E+13
M DAS G S COELHO;08457925000178
MENDES E CARVALHO COMERCIO DE GAS LTDA;4,7519E+13
MENDES E CARVALHO COMERCIO DE GAS LTDA;4,7519E+13
MENDES E CARVALHO COMERCIO DE GAS LTDA;4,7519E+13
MENDES E CARVALHO COMERCIO DE GAS LTDA;4,7519E+13
MERCADO MV ATACADO LTDA;2,65199E+13
MICHELA DE OLIVEIRA MERCADO;05867831000189
MICHELA DE OLIVEIRA MERCADO;05867831000260
NALINI E FALCON UBATUBA LTDA;1,36345E+13
NATALINO BENTO DE ALMEIDA;1,3741E+13
NOVA ALIANCA ATACADISTA DE GAS E TRANSPORTES LTDA;1,45845E+13
OTAVIO B SANTOS GAS;2,63578E+13
PAMELA STEFANY CERQUEIRA DA SILVA 42532895845;2,99732E+13
PAULIANE MELO DO CARMO COMERCIO DE GAS;3,80653E+13
PETROTRUCK AUTO POSTO LTDA;06276865000161
POSTO BRAGA TRES PONTAS LTDA;4,61337E+13
PRIMO S GAS COMERCIO E REPRESENTACOES LTDA;04569534000194
RAQUEL MENDES FARIA LEMES;08166295000182
RENATO RESENDE COMERCIO DE GAS E AGUA LTDA;2,91552E+13
RENATO SANTOS RODRIGUES 05194361645;1,21502E+13
R HONORATO COSTA LTDA;3,8393E+13
RIBEIRO E BARBOSA MINIMERCADO EIRELI;1,06439E+13
ROSELY NUNES ROSA GAS;05960509000108
RVRP DISTRIBUIDORA DE GAS LTDA;4,93534E+13
SANTOS MANSO COMERCIO DE GAS E AGUA LTDA;5,88664E+13
SICGAS COMERCIO DE GAS LTDA;3,29911E+13
SIDNEI CORREA FERREIRA;01507311000104
SILVA DONIZETI COMERCIO DE GAS LTDA;1,84487E+13
SILVANA APARECIDA BARBOSA GAS;06968285000135
SILVANA DOS SANTOS RODRIGUES LTDA;4,57447E+13
SIMOES FERREIRA MERCEARIA LTDA;2,69933E+13
SOUSA E CUSTODIO COMERCIO DE GAS LTDA;1,84071E+13
SUPERMERCADO 5 IRMAOS LTDA;06033103000134
SUPERMERCADO CARREFULVIO EIRELI;9,62468E+13
SUPERMERCADO VALLE HISTORICO LTDA;2,5356E+13
THAIS MARIA BORGES DE CARVALHO;3,45909E+13
UALISSON AUGUSTO SOUZA;2,71757E+13
WESLEY ALVES VALLE;08349733000148
A DE SOUSA LOPES LTDA;3,09571E+13
A E AGUIAR SILVA COMERCIO;2,28832E+13
A E DA CONCEICAO DO ESPIRITO SANTO;2,95055E+13
AGROGAS COMERCIO DE GAS LTDA;4,07083E+13
A SILVA DE SOUZA COMERCIO E SERVICOS;07859889000106
AUTO POSTO SAO JOAO COMERCIO DE COMBUSTIVEIS LTDA;03452123000151
B GADELHA RIBEIRO;3,07318E+13
CASTRO MAIA E BEZERRA LTDA;05266314000154
DENISE CRISTIANE ARAUJO VIEIRA;2,72282E+13
D R L OLIVEIRA E CIA LTDA;1,42017E+13
E. C. AGUIAR COMERCIO DE COMBUSTIVEIS EIRELI;8,35822E+13
ECO AMAZONIA LTDA;2,38708E+13
E R DE CARVALHO FROIS;2,43001E+13
F C DOS SANTOS ROCHA;3,35753E+13
F DE A SOARES CAVALCANTE LTDA;8,35833E+13
F DE A SOARES CAVALCANTE LTDA;8,35833E+13
F DE N D CAMPOS;8,35855E+13
F DUARTE MATOS;2,74796E+13
F PIMENTEL COMERCIO LTDA;3,25897E+13
G C MOREIRA JUNIOR LIMITADA;4,52466E+13
G LIMA COMERCIO DE GAS;4,52546E+13
G LIMA COMERCIO DE GAS III LTDA;5,80738E+13
G MELO MARQUES LTDA;3,38374E+13
H L DE VASCONCELOS PEREIRA LTDA;1,54036E+13
INALDO SILVA DE SOUSA;04261825000110
I RAMON FERNANDES DE SOUSA EIRELI;3,38889E+13
J A S AZEVEDO;6,3859E+13
J C MASCARENHAS REPRESENTACOES LTDA;1,20002E+13
JETER A P DA SILVA;07302146000130
J MARIA DOS SANTOS OLIVEIRA;3,64099E+13
J M DA SILVA TAPAJOS COMERCIO DE GAS;4,68343E+13
JOSE A DE CARVALHO;3,05423E+13
J S V PEREIRA LTDA;1,17621E+13
K. F. G. TAVEIRA;05561182000274
LIDER GAS LTDA;3,79954E+13
LOG COMERCIO DE GASES DERIVADOS DO AR LTDA;2,50124E+13
L S DE SOUSA BATISTA;2,3696E+13
L VENANCIO BARBOSA;2,83741E+13
MARGARIDA MARIA RIKER MADURO;04786430000131
M J F MATOS COMERCIO;2,07523E+13
MOACIR SOARES SILVA;2,29396E+13
NAFTTALI DE SOUSA LIMA;01505118000134
N A S DE ALMEIDA E CIA LTDA;3,42851E+13
N L ALBUQUERQUE COMERCIO DE GAS LIQUEFEITO DE PETROLEO;1,74327E+13
N M DE OLIVEIRA E CIA LTDA;1,94393E+13
N M DE OLIVEIRA E CIA LTDA;1,94393E+13
O. G. DOS SANTOS;07439713000103
RAIMUNDA DE N V FIGUEIRA COMERCIO DE GAS E AGUA;2,14162E+13
R DE CARVALHO CAMPOS;07520153000109
RD GAS LTDA;4,79643E+13
R E R DO VALE REVENDA DE GAS LTDA;09537420000186
R L DOS SANTOS NASCIMENTO COMERCIO;2,65023E+13
R OLIVEIRA DOS REIS LTDA;3,20857E+13
ROSENILDO SIMAO SILVA;1,09043E+13
R S DE SOUSA COMERCIO LTDA;5,40625E+13
SAMITA LTDA;3,59933E+13
SAMUEL RUVIARO COMERCIO DE GLP LIMITADA;4,771E+13
CAETANO GAS LTDA;1,22877E+13
C DA S VITOR;3,01778E+13
COMERCIAL BOMGAS LTDA;1,02635E+13
DBS COMERCIO DE GAS LTDA;3,23925E+13
DEPOSITO QUERO GAS COMERCIO EIRELI;4,08927E+13
E M DA S RIBEIRO LTDA;5,10342E+13
F MARTINS SOARES;1,56706E+13
J E DOS SANTOS;1,03911E+13
J H DE JESUS DA MOTA COMERCIO;5,06602E+13
L F DEPOSITO DE GAS LTDA;3,08805E+13
L F DEPOSITO DE GAS LTDA;3,08805E+13
M A MARTINS GLP LTDA;2,69684E+13
MUCURIPE COMERCIO DE COMBUSTIVEIS LTDA;8,41104E+13
NOSSA SENHORA DAS GRACAS COMERCIO EIRELI;03197366000190
ROSINEIDE DOS SANTOS COMERCIO;1,06426E+13
SERVGAS COMERCIO DE GAS LTDA;3,20622E+13
TEN E TEN EMPRESAS LTDA;2,51467E+13
W S GARCIA COMERCIO EIRELI;2,34972E+13
34 GAS LTDA;2,67118E+13
